date,season,month,area,anomaly
1880-01-01,Winter,Jan,NH,-0.37
1881-01-01,Winter,Jan,NH,-0.32
1882-01-01,Winter,Jan,NH,0.24
1883-01-01,Winter,Jan,NH,-0.59
1884-01-01,Winter,Jan,NH,-0.18
1885-01-01,Winter,Jan,NH,-1.02
1886-01-01,Winter,Jan,NH,-0.76
1887-01-01,Winter,Jan,NH,-1.09
1888-01-01,Winter,Jan,NH,-0.50
1889-01-01,Winter,Jan,NH,-0.29
1890-01-01,Winter,Jan,NH,-0.64
1891-01-01,Winter,Jan,NH,-0.47
1892-01-01,Winter,Jan,NH,-0.51
1893-01-01,Winter,Jan,NH,-1.52
1894-01-01,Winter,Jan,NH,-0.92
1895-01-01,Winter,Jan,NH,-0.71
1896-01-01,Winter,Jan,NH,-0.36
1897-01-01,Winter,Jan,NH,-0.40
1898-01-01,Winter,Jan,NH,0.05
1899-01-01,Winter,Jan,NH,-0.13
1900-01-01,Winter,Jan,NH,-0.62
1901-01-01,Winter,Jan,NH,-0.33
1902-01-01,Winter,Jan,NH,-0.16
1903-01-01,Winter,Jan,NH,-0.21
1904-01-01,Winter,Jan,NH,-0.76
1905-01-01,Winter,Jan,NH,-0.41
1906-01-01,Winter,Jan,NH,-0.55
1907-01-01,Winter,Jan,NH,-0.57
1908-01-01,Winter,Jan,NH,-0.53
1909-01-01,Winter,Jan,NH,-0.92
1910-01-01,Winter,Jan,NH,-0.35
1911-01-01,Winter,Jan,NH,-0.70
1912-01-01,Winter,Jan,NH,-0.34
1913-01-01,Winter,Jan,NH,-0.55
1914-01-01,Winter,Jan,NH,0.17
1915-01-01,Winter,Jan,NH,-0.26
1916-01-01,Winter,Jan,NH,-0.08
1917-01-01,Winter,Jan,NH,-0.53
1918-01-01,Winter,Jan,NH,-0.69
1919-01-01,Winter,Jan,NH,-0.38
1920-01-01,Winter,Jan,NH,-0.14
1921-01-01,Winter,Jan,NH,0.19
1922-01-01,Winter,Jan,NH,-0.37
1923-01-01,Winter,Jan,NH,-0.18
1924-01-01,Winter,Jan,NH,-0.28
1925-01-01,Winter,Jan,NH,-0.28
1926-01-01,Winter,Jan,NH,0.53
1927-01-01,Winter,Jan,NH,-0.28
1928-01-01,Winter,Jan,NH,0.27
1929-01-01,Winter,Jan,NH,-0.56
1930-01-01,Winter,Jan,NH,-0.10
1931-01-01,Winter,Jan,NH,0.01
1932-01-01,Winter,Jan,NH,0.39
1933-01-01,Winter,Jan,NH,-0.18
1934-01-01,Winter,Jan,NH,-0.14
1935-01-01,Winter,Jan,NH,-0.39
1936-01-01,Winter,Jan,NH,-0.28
1937-01-01,Winter,Jan,NH,0.09
1938-01-01,Winter,Jan,NH,0.35
1939-01-01,Winter,Jan,NH,0.04
1940-01-01,Winter,Jan,NH,-0.10
1941-01-01,Winter,Jan,NH,0.18
1942-01-01,Winter,Jan,NH,0.41
1943-01-01,Winter,Jan,NH,-0.10
1944-01-01,Winter,Jan,NH,0.62
1945-01-01,Winter,Jan,NH,0.11
1946-01-01,Winter,Jan,NH,0.34
1947-01-01,Winter,Jan,NH,-0.04
1948-01-01,Winter,Jan,NH,0.30
1949-01-01,Winter,Jan,NH,0.23
1950-01-01,Winter,Jan,NH,-0.29
1951-01-01,Winter,Jan,NH,-0.36
1952-01-01,Winter,Jan,NH,0.17
1953-01-01,Winter,Jan,NH,0.24
1954-01-01,Winter,Jan,NH,-0.24
1955-01-01,Winter,Jan,NH,0.43
1956-01-01,Winter,Jan,NH,-0.04
1957-01-01,Winter,Jan,NH,-0.13
1958-01-01,Winter,Jan,NH,0.69
1959-01-01,Winter,Jan,NH,0.24
1960-01-01,Winter,Jan,NH,0.15
1961-01-01,Winter,Jan,NH,0.17
1962-01-01,Winter,Jan,NH,0.28
1963-01-01,Winter,Jan,NH,0.08
1964-01-01,Winter,Jan,NH,-0.04
1965-01-01,Winter,Jan,NH,-0.02
1966-01-01,Winter,Jan,NH,-0.25
1967-01-01,Winter,Jan,NH,-0.18
1968-01-01,Winter,Jan,NH,-0.29
1969-01-01,Winter,Jan,NH,-0.43
1970-01-01,Winter,Jan,NH,-0.03
1971-01-01,Winter,Jan,NH,-0.15
1972-01-01,Winter,Jan,NH,-0.54
1973-01-01,Winter,Jan,NH,0.16
1974-01-01,Winter,Jan,NH,-0.26
1975-01-01,Winter,Jan,NH,0.16
1976-01-01,Winter,Jan,NH,0.05
1977-01-01,Winter,Jan,NH,-0.16
1978-01-01,Winter,Jan,NH,0.16
1979-01-01,Winter,Jan,NH,-0.05
1980-01-01,Winter,Jan,NH,0.21
1981-01-01,Winter,Jan,NH,0.79
1982-01-01,Winter,Jan,NH,-0.14
1983-01-01,Winter,Jan,NH,0.55
1984-01-01,Winter,Jan,NH,0.33
1985-01-01,Winter,Jan,NH,0.07
1986-01-01,Winter,Jan,NH,0.36
1987-01-01,Winter,Jan,NH,0.25
1988-01-01,Winter,Jan,NH,0.59
1989-01-01,Winter,Jan,NH,0.08
1990-01-01,Winter,Jan,NH,0.47
1991-01-01,Winter,Jan,NH,0.59
1992-01-01,Winter,Jan,NH,0.61
1993-01-01,Winter,Jan,NH,0.39
1994-01-01,Winter,Jan,NH,0.34
1995-01-01,Winter,Jan,NH,0.75
1996-01-01,Winter,Jan,NH,0.27
1997-01-01,Winter,Jan,NH,0.36
1998-01-01,Winter,Jan,NH,0.62
1999-01-01,Winter,Jan,NH,0.59
2000-01-01,Winter,Jan,NH,0.38
2001-01-01,Winter,Jan,NH,0.56
2002-01-01,Winter,Jan,NH,1.02
2003-01-01,Winter,Jan,NH,0.93
2004-01-01,Winter,Jan,NH,0.67
2005-01-01,Winter,Jan,NH,0.94
2006-01-01,Winter,Jan,NH,0.65
2007-01-01,Winter,Jan,NH,1.45
2008-01-01,Winter,Jan,NH,0.34
2009-01-01,Winter,Jan,NH,0.82
2010-01-01,Winter,Jan,NH,0.80
2011-01-01,Winter,Jan,NH,0.61
2012-01-01,Winter,Jan,NH,0.67
2013-01-01,Winter,Jan,NH,0.84
2014-01-01,Winter,Jan,NH,0.97
2015-01-01,Winter,Jan,NH,1.18
2016-01-01,Winter,Jan,NH,1.54
2017-01-01,Winter,Jan,NH,1.38
2018-01-01,Winter,Jan,NH,1.13
2019-01-01,Winter,Jan,NH,1.19
2020-01-01,Winter,Jan,NH,1.58
2021-01-01,Winter,Jan,NH,1.25
2022-01-01,Winter,Jan,NH,1.24
2023-01-01,Winter,Jan,NH,1.28
1880-01-01,Winter,Jan,SH,0.01
1881-01-01,Winter,Jan,SH,-0.08
1882-01-01,Winter,Jan,SH,0.07
1883-01-01,Winter,Jan,SH,-0.02
1884-01-01,Winter,Jan,SH,-0.08
1885-01-01,Winter,Jan,SH,-0.19
1886-01-01,Winter,Jan,SH,-0.14
1887-01-01,Winter,Jan,SH,-0.36
1888-01-01,Winter,Jan,SH,-0.20
1889-01-01,Winter,Jan,SH,0.08
1890-01-01,Winter,Jan,SH,-0.21
1891-01-01,Winter,Jan,SH,-0.21
1892-01-01,Winter,Jan,SH,-0.09
1893-01-01,Winter,Jan,SH,-0.13
1894-01-01,Winter,Jan,SH,-0.15
1895-01-01,Winter,Jan,SH,-0.16
1896-01-01,Winter,Jan,SH,-0.08
1897-01-01,Winter,Jan,SH,0.09
1898-01-01,Winter,Jan,SH,-0.09
1899-01-01,Winter,Jan,SH,-0.20
1900-01-01,Winter,Jan,SH,-0.10
1901-01-01,Winter,Jan,SH,-0.10
1902-01-01,Winter,Jan,SH,-0.19
1903-01-01,Winter,Jan,SH,-0.24
1904-01-01,Winter,Jan,SH,-0.51
1905-01-01,Winter,Jan,SH,-0.28
1906-01-01,Winter,Jan,SH,0.02
1907-01-01,Winter,Jan,SH,-0.27
1908-01-01,Winter,Jan,SH,-0.34
1909-01-01,Winter,Jan,SH,-0.51
1910-01-01,Winter,Jan,SH,-0.50
1911-01-01,Winter,Jan,SH,-0.54
1912-01-01,Winter,Jan,SH,-0.14
1913-01-01,Winter,Jan,SH,-0.24
1914-01-01,Winter,Jan,SH,-0.07
1915-01-01,Winter,Jan,SH,-0.13
1916-01-01,Winter,Jan,SH,-0.15
1917-01-01,Winter,Jan,SH,-0.63
1918-01-01,Winter,Jan,SH,-0.27
1919-01-01,Winter,Jan,SH,0.00
1920-01-01,Winter,Jan,SH,-0.33
1921-01-01,Winter,Jan,SH,-0.28
1922-01-01,Winter,Jan,SH,-0.27
1923-01-01,Winter,Jan,SH,-0.37
1924-01-01,Winter,Jan,SH,-0.16
1925-01-01,Winter,Jan,SH,-0.50
1926-01-01,Winter,Jan,SH,-0.11
1927-01-01,Winter,Jan,SH,-0.25
1928-01-01,Winter,Jan,SH,-0.29
1929-01-01,Winter,Jan,SH,-0.33
1930-01-01,Winter,Jan,SH,-0.47
1931-01-01,Winter,Jan,SH,-0.18
1932-01-01,Winter,Jan,SH,-0.09
1933-01-01,Winter,Jan,SH,-0.26
1934-01-01,Winter,Jan,SH,-0.29
1935-01-01,Winter,Jan,SH,-0.26
1936-01-01,Winter,Jan,SH,-0.25
1937-01-01,Winter,Jan,SH,-0.23
1938-01-01,Winter,Jan,SH,-0.19
1939-01-01,Winter,Jan,SH,-0.14
1940-01-01,Winter,Jan,SH,0.11
1941-01-01,Winter,Jan,SH,0.20
1942-01-01,Winter,Jan,SH,0.19
1943-01-01,Winter,Jan,SH,0.07
1944-01-01,Winter,Jan,SH,0.08
1945-01-01,Winter,Jan,SH,0.10
1946-01-01,Winter,Jan,SH,-0.03
1947-01-01,Winter,Jan,SH,-0.07
1948-01-01,Winter,Jan,SH,-0.17
1949-01-01,Winter,Jan,SH,-0.10
1950-01-01,Winter,Jan,SH,-0.23
1951-01-01,Winter,Jan,SH,-0.33
1952-01-01,Winter,Jan,SH,0.07
1953-01-01,Winter,Jan,SH,-0.09
1954-01-01,Winter,Jan,SH,-0.23
1955-01-01,Winter,Jan,SH,-0.17
1956-01-01,Winter,Jan,SH,-0.23
1957-01-01,Winter,Jan,SH,-0.04
1958-01-01,Winter,Jan,SH,0.09
1959-01-01,Winter,Jan,SH,-0.08
1960-01-01,Winter,Jan,SH,-0.16
1961-01-01,Winter,Jan,SH,-0.03
1962-01-01,Winter,Jan,SH,-0.17
1963-01-01,Winter,Jan,SH,-0.14
1964-01-01,Winter,Jan,SH,-0.13
1965-01-01,Winter,Jan,SH,-0.14
1966-01-01,Winter,Jan,SH,-0.13
1967-01-01,Winter,Jan,SH,0.03
1968-01-01,Winter,Jan,SH,-0.23
1969-01-01,Winter,Jan,SH,0.22
1970-01-01,Winter,Jan,SH,0.20
1971-01-01,Winter,Jan,SH,0.09
1972-01-01,Winter,Jan,SH,0.10
1973-01-01,Winter,Jan,SH,0.43
1974-01-01,Winter,Jan,SH,0.05
1975-01-01,Winter,Jan,SH,0.03
1976-01-01,Winter,Jan,SH,-0.12
1977-01-01,Winter,Jan,SH,0.53
1978-01-01,Winter,Jan,SH,-0.03
1979-01-01,Winter,Jan,SH,0.22
1980-01-01,Winter,Jan,SH,0.39
1981-01-01,Winter,Jan,SH,0.25
1982-01-01,Winter,Jan,SH,0.24
1983-01-01,Winter,Jan,SH,0.51
1984-01-01,Winter,Jan,SH,0.28
1985-01-01,Winter,Jan,SH,0.37
1986-01-01,Winter,Jan,SH,0.16
1987-01-01,Winter,Jan,SH,0.39
1988-01-01,Winter,Jan,SH,0.54
1989-01-01,Winter,Jan,SH,0.16
1990-01-01,Winter,Jan,SH,0.35
1991-01-01,Winter,Jan,SH,0.26
1992-01-01,Winter,Jan,SH,0.34
1993-01-01,Winter,Jan,SH,0.30
1994-01-01,Winter,Jan,SH,0.19
1995-01-01,Winter,Jan,SH,0.29
1996-01-01,Winter,Jan,SH,0.22
1997-01-01,Winter,Jan,SH,0.25
1998-01-01,Winter,Jan,SH,0.55
1999-01-01,Winter,Jan,SH,0.37
2000-01-01,Winter,Jan,SH,0.11
2001-01-01,Winter,Jan,SH,0.34
2002-01-01,Winter,Jan,SH,0.52
2003-01-01,Winter,Jan,SH,0.57
2004-01-01,Winter,Jan,SH,0.50
2005-01-01,Winter,Jan,SH,0.54
2006-01-01,Winter,Jan,SH,0.47
2007-01-01,Winter,Jan,SH,0.58
2008-01-01,Winter,Jan,SH,0.26
2009-01-01,Winter,Jan,SH,0.46
2010-01-01,Winter,Jan,SH,0.70
2011-01-01,Winter,Jan,SH,0.42
2012-01-01,Winter,Jan,SH,0.29
2013-01-01,Winter,Jan,SH,0.57
2014-01-01,Winter,Jan,SH,0.54
2015-01-01,Winter,Jan,SH,0.53
2016-01-01,Winter,Jan,SH,0.80
2017-01-01,Winter,Jan,SH,0.66
2018-01-01,Winter,Jan,SH,0.49
2019-01-01,Winter,Jan,SH,0.66
2020-01-01,Winter,Jan,SH,0.75
2021-01-01,Winter,Jan,SH,0.36
2022-01-01,Winter,Jan,SH,0.57
2023-01-01,Winter,Jan,SH,0.44
1880-02-01,Winter,Feb,NH,-0.53
1881-02-01,Winter,Feb,NH,-0.24
1882-02-01,Winter,Feb,NH,0.20
1883-02-01,Winter,Feb,NH,-0.68
1884-02-01,Winter,Feb,NH,-0.13
1885-02-01,Winter,Feb,NH,-0.47
1886-02-01,Winter,Feb,NH,-0.85
1887-02-01,Winter,Feb,NH,-0.72
1888-02-01,Winter,Feb,NH,-0.61
1889-02-01,Winter,Feb,NH,0.28
1890-02-01,Winter,Feb,NH,-0.59
1891-02-01,Winter,Feb,NH,-0.69
1892-02-01,Winter,Feb,NH,-0.17
1893-02-01,Winter,Feb,NH,-0.98
1894-02-01,Winter,Feb,NH,-0.43
1895-02-01,Winter,Feb,NH,-0.81
1896-02-01,Winter,Feb,NH,-0.18
1897-02-01,Winter,Feb,NH,-0.42
1898-02-01,Winter,Feb,NH,-0.44
1899-02-01,Winter,Feb,NH,-0.65
1900-02-01,Winter,Feb,NH,-0.14
1901-02-01,Winter,Feb,NH,-0.09
1902-02-01,Winter,Feb,NH,0.04
1903-02-01,Winter,Feb,NH,0.13
1904-02-01,Winter,Feb,NH,-0.58
1905-02-01,Winter,Feb,NH,-0.81
1906-02-01,Winter,Feb,NH,-0.52
1907-02-01,Winter,Feb,NH,-0.72
1908-02-01,Winter,Feb,NH,-0.27
1909-02-01,Winter,Feb,NH,-0.45
1910-02-01,Winter,Feb,NH,-0.38
1911-02-01,Winter,Feb,NH,-0.58
1912-02-01,Winter,Feb,NH,-0.16
1913-02-01,Winter,Feb,NH,-0.64
1914-02-01,Winter,Feb,NH,-0.10
1915-02-01,Winter,Feb,NH,-0.09
1916-02-01,Winter,Feb,NH,-0.15
1917-02-01,Winter,Feb,NH,-0.68
1918-02-01,Winter,Feb,NH,-0.46
1919-02-01,Winter,Feb,NH,-0.40
1920-02-01,Winter,Feb,NH,-0.28
1921-02-01,Winter,Feb,NH,-0.08
1922-02-01,Winter,Feb,NH,-0.61
1923-02-01,Winter,Feb,NH,-0.46
1924-02-01,Winter,Feb,NH,-0.21
1925-02-01,Winter,Feb,NH,-0.38
1926-02-01,Winter,Feb,NH,0.19
1927-02-01,Winter,Feb,NH,-0.07
1928-02-01,Winter,Feb,NH,0.10
1929-02-01,Winter,Feb,NH,-0.79
1930-02-01,Winter,Feb,NH,-0.19
1931-02-01,Winter,Feb,NH,-0.23
1932-02-01,Winter,Feb,NH,-0.18
1933-02-01,Winter,Feb,NH,-0.29
1934-02-01,Winter,Feb,NH,0.34
1935-02-01,Winter,Feb,NH,0.57
1936-02-01,Winter,Feb,NH,-0.49
1937-02-01,Winter,Feb,NH,0.25
1938-02-01,Winter,Feb,NH,0.29
1939-02-01,Winter,Feb,NH,-0.01
1940-02-01,Winter,Feb,NH,0.14
1941-02-01,Winter,Feb,NH,0.47
1942-02-01,Winter,Feb,NH,-0.08
1943-02-01,Winter,Feb,NH,0.38
1944-02-01,Winter,Feb,NH,0.44
1945-02-01,Winter,Feb,NH,-0.06
1946-02-01,Winter,Feb,NH,0.10
1947-02-01,Winter,Feb,NH,-0.03
1948-02-01,Winter,Feb,NH,-0.14
1949-02-01,Winter,Feb,NH,-0.09
1950-02-01,Winter,Feb,NH,-0.27
1951-02-01,Winter,Feb,NH,-0.51
1952-02-01,Winter,Feb,NH,0.17
1953-02-01,Winter,Feb,NH,0.37
1954-02-01,Winter,Feb,NH,0.00
1955-02-01,Winter,Feb,NH,-0.12
1956-02-01,Winter,Feb,NH,-0.32
1957-02-01,Winter,Feb,NH,-0.06
1958-02-01,Winter,Feb,NH,0.28
1959-02-01,Winter,Feb,NH,0.16
1960-02-01,Winter,Feb,NH,0.42
1961-02-01,Winter,Feb,NH,0.29
1962-02-01,Winter,Feb,NH,0.36
1963-02-01,Winter,Feb,NH,0.50
1964-02-01,Winter,Feb,NH,-0.02
1965-02-01,Winter,Feb,NH,-0.37
1966-02-01,Winter,Feb,NH,0.03
1967-02-01,Winter,Feb,NH,-0.37
1968-02-01,Winter,Feb,NH,-0.16
1969-02-01,Winter,Feb,NH,-0.46
1970-02-01,Winter,Feb,NH,0.27
1971-02-01,Winter,Feb,NH,-0.21
1972-02-01,Winter,Feb,NH,-0.52
1973-02-01,Winter,Feb,NH,0.44
1974-02-01,Winter,Feb,NH,-0.35
1975-02-01,Winter,Feb,NH,0.09
1976-02-01,Winter,Feb,NH,-0.12
1977-02-01,Winter,Feb,NH,0.11
1978-02-01,Winter,Feb,NH,0.04
1979-02-01,Winter,Feb,NH,-0.35
1980-02-01,Winter,Feb,NH,0.40
1981-02-01,Winter,Feb,NH,0.62
1982-02-01,Winter,Feb,NH,0.16
1983-02-01,Winter,Feb,NH,0.35
1984-02-01,Winter,Feb,NH,0.02
1985-02-01,Winter,Feb,NH,-0.29
1986-02-01,Winter,Feb,NH,0.31
1987-02-01,Winter,Feb,NH,0.51
1988-02-01,Winter,Feb,NH,0.46
1989-02-01,Winter,Feb,NH,0.39
1990-02-01,Winter,Feb,NH,0.54
1991-02-01,Winter,Feb,NH,0.56
1992-02-01,Winter,Feb,NH,0.50
1993-02-01,Winter,Feb,NH,0.52
1994-02-01,Winter,Feb,NH,-0.04
1995-02-01,Winter,Feb,NH,1.19
1996-02-01,Winter,Feb,NH,0.54
1997-02-01,Winter,Feb,NH,0.60
1998-02-01,Winter,Feb,NH,1.03
1999-02-01,Winter,Feb,NH,1.00
2000-02-01,Winter,Feb,NH,0.89
2001-02-01,Winter,Feb,NH,0.46
2002-02-01,Winter,Feb,NH,1.14
2003-02-01,Winter,Feb,NH,0.56
2004-02-01,Winter,Feb,NH,0.91
2005-02-01,Winter,Feb,NH,0.72
2006-02-01,Winter,Feb,NH,0.95
2007-02-01,Winter,Feb,NH,0.89
2008-02-01,Winter,Feb,NH,0.58
2009-02-01,Winter,Feb,NH,0.70
2010-02-01,Winter,Feb,NH,0.94
2011-02-01,Winter,Feb,NH,0.56
2012-02-01,Winter,Feb,NH,0.59
2013-02-01,Winter,Feb,NH,0.78
2014-02-01,Winter,Feb,NH,0.72
2015-02-01,Winter,Feb,NH,1.19
2016-02-01,Winter,Feb,NH,1.93
2017-02-01,Winter,Feb,NH,1.51
2018-02-01,Winter,Feb,NH,1.24
2019-02-01,Winter,Feb,NH,1.11
2020-02-01,Winter,Feb,NH,1.70
2021-02-01,Winter,Feb,NH,0.96
2022-02-01,Winter,Feb,NH,1.17
2023-02-01,Winter,Feb,NH,1.32
1880-02-01,Winter,Feb,SH,0.04
1881-02-01,Winter,Feb,SH,-0.05
1882-02-01,Winter,Feb,SH,0.08
1883-02-01,Winter,Feb,SH,-0.08
1884-02-01,Winter,Feb,SH,-0.05
1885-02-01,Winter,Feb,SH,-0.22
1886-02-01,Winter,Feb,SH,-0.19
1887-02-01,Winter,Feb,SH,-0.43
1888-02-01,Winter,Feb,SH,-0.12
1889-02-01,Winter,Feb,SH,0.03
1890-02-01,Winter,Feb,SH,-0.32
1891-02-01,Winter,Feb,SH,-0.25
1892-02-01,Winter,Feb,SH,-0.06
1893-02-01,Winter,Feb,SH,-0.17
1894-02-01,Winter,Feb,SH,-0.19
1895-02-01,Winter,Feb,SH,-0.07
1896-02-01,Winter,Feb,SH,-0.07
1897-02-01,Winter,Feb,SH,0.07
1898-02-01,Winter,Feb,SH,-0.16
1899-02-01,Winter,Feb,SH,-0.13
1900-02-01,Winter,Feb,SH,0.03
1901-02-01,Winter,Feb,SH,-0.12
1902-02-01,Winter,Feb,SH,-0.15
1903-02-01,Winter,Feb,SH,-0.22
1904-02-01,Winter,Feb,SH,-0.56
1905-02-01,Winter,Feb,SH,-0.35
1906-02-01,Winter,Feb,SH,-0.04
1907-02-01,Winter,Feb,SH,-0.29
1908-02-01,Winter,Feb,SH,-0.38
1909-02-01,Winter,Feb,SH,-0.46
1910-02-01,Winter,Feb,SH,-0.45
1911-02-01,Winter,Feb,SH,-0.57
1912-02-01,Winter,Feb,SH,-0.11
1913-02-01,Winter,Feb,SH,-0.24
1914-02-01,Winter,Feb,SH,-0.09
1915-02-01,Winter,Feb,SH,0.03
1916-02-01,Winter,Feb,SH,-0.12
1917-02-01,Winter,Feb,SH,-0.58
1918-02-01,Winter,Feb,SH,-0.23
1919-02-01,Winter,Feb,SH,-0.05
1920-02-01,Winter,Feb,SH,-0.23
1921-02-01,Winter,Feb,SH,-0.27
1922-02-01,Winter,Feb,SH,-0.25
1923-02-01,Winter,Feb,SH,-0.31
1924-02-01,Winter,Feb,SH,-0.24
1925-02-01,Winter,Feb,SH,-0.42
1926-02-01,Winter,Feb,SH,-0.11
1927-02-01,Winter,Feb,SH,-0.27
1928-02-01,Winter,Feb,SH,-0.26
1929-02-01,Winter,Feb,SH,-0.36
1930-02-01,Winter,Feb,SH,-0.33
1931-02-01,Winter,Feb,SH,-0.15
1932-02-01,Winter,Feb,SH,-0.15
1933-02-01,Winter,Feb,SH,-0.27
1934-02-01,Winter,Feb,SH,-0.39
1935-02-01,Winter,Feb,SH,-0.29
1936-02-01,Winter,Feb,SH,-0.23
1937-02-01,Winter,Feb,SH,-0.18
1938-02-01,Winter,Feb,SH,-0.21
1939-02-01,Winter,Feb,SH,-0.13
1940-02-01,Winter,Feb,SH,0.03
1941-02-01,Winter,Feb,SH,0.17
1942-02-01,Winter,Feb,SH,0.14
1943-02-01,Winter,Feb,SH,-0.05
1944-02-01,Winter,Feb,SH,0.05
1945-02-01,Winter,Feb,SH,0.08
1946-02-01,Winter,Feb,SH,-0.02
1947-02-01,Winter,Feb,SH,-0.11
1948-02-01,Winter,Feb,SH,-0.14
1949-02-01,Winter,Feb,SH,-0.19
1950-02-01,Winter,Feb,SH,-0.27
1951-02-01,Winter,Feb,SH,-0.32
1952-02-01,Winter,Feb,SH,0.06
1953-02-01,Winter,Feb,SH,-0.07
1954-02-01,Winter,Feb,SH,-0.19
1955-02-01,Winter,Feb,SH,-0.19
1956-02-01,Winter,Feb,SH,-0.18
1957-02-01,Winter,Feb,SH,-0.02
1958-02-01,Winter,Feb,SH,0.16
1959-02-01,Winter,Feb,SH,-0.02
1960-02-01,Winter,Feb,SH,-0.16
1961-02-01,Winter,Feb,SH,0.07
1962-02-01,Winter,Feb,SH,-0.07
1963-02-01,Winter,Feb,SH,-0.14
1964-02-01,Winter,Feb,SH,-0.17
1965-02-01,Winter,Feb,SH,0.03
1966-02-01,Winter,Feb,SH,-0.12
1967-02-01,Winter,Feb,SH,-0.03
1968-02-01,Winter,Feb,SH,-0.13
1969-02-01,Winter,Feb,SH,0.11
1970-02-01,Winter,Feb,SH,0.17
1971-02-01,Winter,Feb,SH,-0.10
1972-02-01,Winter,Feb,SH,0.17
1973-02-01,Winter,Feb,SH,0.21
1974-02-01,Winter,Feb,SH,-0.18
1975-02-01,Winter,Feb,SH,0.06
1976-02-01,Winter,Feb,SH,-0.01
1977-02-01,Winter,Feb,SH,0.34
1978-02-01,Winter,Feb,SH,0.16
1979-02-01,Winter,Feb,SH,0.16
1980-02-01,Winter,Feb,SH,0.38
1981-02-01,Winter,Feb,SH,0.22
1982-02-01,Winter,Feb,SH,0.15
1983-02-01,Winter,Feb,SH,0.51
1984-02-01,Winter,Feb,SH,0.26
1985-02-01,Winter,Feb,SH,0.22
1986-02-01,Winter,Feb,SH,0.43
1987-02-01,Winter,Feb,SH,0.36
1988-02-01,Winter,Feb,SH,0.43
1989-02-01,Winter,Feb,SH,0.19
1990-02-01,Winter,Feb,SH,0.33
1991-02-01,Winter,Feb,SH,0.43
1992-02-01,Winter,Feb,SH,0.30
1993-02-01,Winter,Feb,SH,0.21
1994-02-01,Winter,Feb,SH,0.10
1995-02-01,Winter,Feb,SH,0.38
1996-02-01,Winter,Feb,SH,0.37
1997-02-01,Winter,Feb,SH,0.21
1998-02-01,Winter,Feb,SH,0.72
1999-02-01,Winter,Feb,SH,0.27
2000-02-01,Winter,Feb,SH,0.22
2001-02-01,Winter,Feb,SH,0.42
2002-02-01,Winter,Feb,SH,0.42
2003-02-01,Winter,Feb,SH,0.60
2004-02-01,Winter,Feb,SH,0.53
2005-02-01,Winter,Feb,SH,0.48
2006-02-01,Winter,Feb,SH,0.51
2007-02-01,Winter,Feb,SH,0.50
2008-02-01,Winter,Feb,SH,0.16
2009-02-01,Winter,Feb,SH,0.35
2010-02-01,Winter,Feb,SH,0.73
2011-02-01,Winter,Feb,SH,0.40
2012-02-01,Winter,Feb,SH,0.40
2013-02-01,Winter,Feb,SH,0.46
2014-02-01,Winter,Feb,SH,0.38
2015-02-01,Winter,Feb,SH,0.61
2016-02-01,Winter,Feb,SH,0.79
2017-02-01,Winter,Feb,SH,0.75
2018-02-01,Winter,Feb,SH,0.45
2019-02-01,Winter,Feb,SH,0.78
2020-02-01,Winter,Feb,SH,0.77
2021-02-01,Winter,Feb,SH,0.32
2022-02-01,Winter,Feb,SH,0.60
2023-02-01,Winter,Feb,SH,0.62
1880-03-01,Spring,Mar,NH,-0.24
1881-03-01,Spring,Mar,NH,-0.05
1882-03-01,Spring,Mar,NH,0.00
1883-03-01,Spring,Mar,NH,-0.16
1884-03-01,Spring,Mar,NH,-0.65
1885-03-01,Spring,Mar,NH,-0.25
1886-03-01,Spring,Mar,NH,-0.72
1887-03-01,Spring,Mar,NH,-0.45
1888-03-01,Spring,Mar,NH,-0.64
1889-03-01,Spring,Mar,NH,-0.02
1890-03-01,Spring,Mar,NH,-0.48
1891-03-01,Spring,Mar,NH,-0.16
1892-03-01,Spring,Mar,NH,-0.68
1893-03-01,Spring,Mar,NH,-0.33
1894-03-01,Spring,Mar,NH,-0.22
1895-03-01,Spring,Mar,NH,-0.50
1896-03-01,Spring,Mar,NH,-0.49
1897-03-01,Spring,Mar,NH,-0.40
1898-03-01,Spring,Mar,NH,-0.79
1899-03-01,Spring,Mar,NH,-0.59
1900-03-01,Spring,Mar,NH,0.06
1901-03-01,Spring,Mar,NH,0.28
1902-03-01,Spring,Mar,NH,-0.37
1903-03-01,Spring,Mar,NH,-0.13
1904-03-01,Spring,Mar,NH,-0.39
1905-03-01,Spring,Mar,NH,-0.22
1906-03-01,Spring,Mar,NH,-0.20
1907-03-01,Spring,Mar,NH,-0.30
1908-03-01,Spring,Mar,NH,-0.69
1909-03-01,Spring,Mar,NH,-0.65
1910-03-01,Spring,Mar,NH,-0.49
1911-03-01,Spring,Mar,NH,-0.64
1912-03-01,Spring,Mar,NH,-0.60
1913-03-01,Spring,Mar,NH,-0.46
1914-03-01,Spring,Mar,NH,-0.35
1915-03-01,Spring,Mar,NH,-0.23
1916-03-01,Spring,Mar,NH,-0.38
1917-03-01,Spring,Mar,NH,-0.74
1918-03-01,Spring,Mar,NH,-0.24
1919-03-01,Spring,Mar,NH,-0.38
1920-03-01,Spring,Mar,NH,0.01
1921-03-01,Spring,Mar,NH,-0.10
1922-03-01,Spring,Mar,NH,-0.10
1923-03-01,Spring,Mar,NH,-0.39
