year,area,period,anomaly
2020,NH,Jul,1.11
2021,NH,Jul,1.07
2022,NH,Jul,1.05
2023,NH,Jul,NULL
1880,SH,Jul,-0.17
1881,SH,Jul,-0.07
1882,SH,Jul,-0.04
1883,SH,Jul,-0.08
1884,SH,Jul,-0.21
1885,SH,Jul,-0.33
1886,SH,Jul,-0.21
1887,SH,Jul,-0.26
1888,SH,Jul,-0.2
1889,SH,Jul,-0.06
1890,SH,Jul,-0.32
1891,SH,Jul,-0.23
1892,SH,Jul,-0.25
1893,SH,Jul,-0.14
1894,SH,Jul,-0.26
1895,SH,Jul,-0.14
1896,SH,Jul,-0.04
1897,SH,Jul,-0.07
1898,SH,Jul,-0.32
1899,SH,Jul,-0.15
1900,SH,Jul,-0.13
1901,SH,Jul,-0.28
1902,SH,Jul,-0.22
1903,SH,Jul,-0.27
1904,SH,Jul,-0.42
1905,SH,Jul,-0.3
1906,SH,Jul,-0.18
1907,SH,Jul,-0.29
1908,SH,Jul,-0.34
1909,SH,Jul,-0.45
1910,SH,Jul,-0.3
1911,SH,Jul,-0.46
1912,SH,Jul,-0.31
1913,SH,Jul,-0.19
1914,SH,Jul,-0.12
1915,SH,Jul,-0.13
1916,SH,Jul,-0.4
1917,SH,Jul,-0.18
1918,SH,Jul,-0.28
1919,SH,Jul,-0.25
1920,SH,Jul,-0.34
1921,SH,Jul,-0.26
1922,SH,Jul,-0.27
1923,SH,Jul,-0.32
1924,SH,Jul,-0.34
1925,SH,Jul,-0.27
1926,SH,Jul,-0.33
1927,SH,Jul,-0.29
1928,SH,Jul,-0.28
1929,SH,Jul,-0.38
1930,SH,Jul,-0.36
1931,SH,Jul,-0.13
1932,SH,Jul,-0.33
1933,SH,Jul,-0.29
1934,SH,Jul,-0.16
1935,SH,Jul,-0.37
1936,SH,Jul,-0.27
1937,SH,Jul,-0.2
1938,SH,Jul,-0.17
1939,SH,Jul,-0.15
1940,SH,Jul,0.1
1941,SH,Jul,0.22
1942,SH,Jul,0.01
1943,SH,Jul,0.19
1944,SH,Jul,0.23
1945,SH,Jul,0.02
1946,SH,Jul,-0.21
1947,SH,Jul,-0.05
1948,SH,Jul,-0.23
1949,SH,Jul,-0.15
1950,SH,Jul,-0.01
1951,SH,Jul,-0.09
1952,SH,Jul,-0.05
1953,SH,Jul,-0.19
1954,SH,Jul,-0.28
1955,SH,Jul,-0.19
1956,SH,Jul,0.0
1957,SH,Jul,-0.06
1958,SH,Jul,0.06
1959,SH,Jul,0.02
1960,SH,Jul,-0.16
1961,SH,Jul,-0.04
1962,SH,Jul,-0.06
1963,SH,Jul,0.02
1964,SH,Jul,0.04
1965,SH,Jul,-0.08
1966,SH,Jul,0.06
1967,SH,Jul,-0.01
1968,SH,Jul,-0.17
1969,SH,Jul,-0.13
1970,SH,Jul,0.07
1971,SH,Jul,-0.03
1972,SH,Jul,0.08
1973,SH,Jul,0.22
1974,SH,Jul,0.07
1975,SH,Jul,0.05
1976,SH,Jul,0.07
1977,SH,Jul,0.32
1978,SH,Jul,0.16
1979,SH,Jul,0.03
1980,SH,Jul,0.31
1981,SH,Jul,0.54
1982,SH,Jul,0.25
1983,SH,Jul,0.18
1984,SH,Jul,0.29
1985,SH,Jul,0.15
1986,SH,Jul,0.24
1987,SH,Jul,0.56
1988,SH,Jul,0.24
1989,SH,Jul,0.36
1990,SH,Jul,0.58
1991,SH,Jul,0.52
1992,SH,Jul,0.27
1993,SH,Jul,0.38
1994,SH,Jul,0.27
1995,SH,Jul,0.54
1996,SH,Jul,0.43
1997,SH,Jul,0.27
1998,SH,Jul,0.57
1999,SH,Jul,0.41
2000,SH,Jul,0.36
2001,SH,Jul,0.55
2002,SH,Jul,0.56
2003,SH,Jul,0.48
2004,SH,Jul,0.04
2005,SH,Jul,0.48
2006,SH,Jul,0.39
2007,SH,Jul,0.53
2008,SH,Jul,0.59
2009,SH,Jul,0.79
2010,SH,Jul,0.37
2011,SH,Jul,0.67
2012,SH,Jul,0.32
2013,SH,Jul,0.5
2014,SH,Jul,0.4
2015,SH,Jul,0.55
2016,SH,Jul,0.65
2017,SH,Jul,0.67
2018,SH,Jul,0.74
2019,SH,Jul,0.85
2020,SH,Jul,0.7
2021,SH,Jul,0.77
2022,SH,Jul,0.81
2023,SH,Jul,NULL
1880,GLB,Aug,-0.1
1881,GLB,Aug,-0.03
1882,GLB,Aug,-0.08
1883,GLB,Aug,-0.14
1884,GLB,Aug,-0.28
1885,GLB,Aug,-0.31
1886,GLB,Aug,-0.3
1887,GLB,Aug,-0.35
1888,GLB,Aug,-0.15
1889,GLB,Aug,-0.2
1890,GLB,Aug,-0.39
1891,GLB,Aug,-0.17
1892,GLB,Aug,-0.27
1893,GLB,Aug,-0.25
1894,GLB,Aug,-0.23
1895,GLB,Aug,-0.17
1896,GLB,Aug,-0.05
1897,GLB,Aug,-0.09
1898,GLB,Aug,-0.27
1899,GLB,Aug,-0.08
1900,GLB,Aug,-0.08
1901,GLB,Aug,-0.2
1902,GLB,Aug,-0.29
1903,GLB,Aug,-0.45
1904,GLB,Aug,-0.49
1905,GLB,Aug,-0.2
1906,GLB,Aug,-0.2
1907,GLB,Aug,-0.34
1908,GLB,Aug,-0.46
1909,GLB,Aug,-0.33
1910,GLB,Aug,-0.36
1911,GLB,Aug,-0.44
1912,GLB,Aug,-0.54
1913,GLB,Aug,-0.33
1914,GLB,Aug,-0.16
1915,GLB,Aug,-0.22
1916,GLB,Aug,-0.28
1917,GLB,Aug,-0.22
1918,GLB,Aug,-0.31
1919,GLB,Aug,-0.33
1920,GLB,Aug,-0.26
1921,GLB,Aug,-0.26
1922,GLB,Aug,-0.32
1923,GLB,Aug,-0.32
1924,GLB,Aug,-0.36
1925,GLB,Aug,-0.2
1926,GLB,Aug,-0.13
1927,GLB,Aug,-0.24
1928,GLB,Aug,-0.22
1929,GLB,Aug,-0.32
1930,GLB,Aug,-0.15
1931,GLB,Aug,-0.03
1932,GLB,Aug,-0.22
1933,GLB,Aug,-0.23
1934,GLB,Aug,-0.12
1935,GLB,Aug,-0.22
1936,GLB,Aug,-0.13
1937,GLB,Aug,0.02
1938,GLB,Aug,-0.05
1939,GLB,Aug,-0.06
1940,GLB,Aug,0.07
1941,GLB,Aug,0.15
1942,GLB,Aug,-0.04
1943,GLB,Aug,0.01
1944,GLB,Aug,0.18
1945,GLB,Aug,0.26
1946,GLB,Aug,-0.2
1947,GLB,Aug,-0.07
1948,GLB,Aug,-0.12
1949,GLB,Aug,-0.12
1950,GLB,Aug,-0.16
1951,GLB,Aug,0.06
1952,GLB,Aug,0.05
1953,GLB,Aug,0.05
1954,GLB,Aug,-0.17
1955,GLB,Aug,0.02
1956,GLB,Aug,-0.26
1957,GLB,Aug,0.15
1958,GLB,Aug,-0.05
1959,GLB,Aug,-0.01
1960,GLB,Aug,0.02
1961,GLB,Aug,0.01
1962,GLB,Aug,-0.01
1963,GLB,Aug,0.22
1964,GLB,Aug,-0.22
1965,GLB,Aug,-0.04
1966,GLB,Aug,-0.09
1967,GLB,Aug,0.01
1968,GLB,Aug,-0.09
1969,GLB,Aug,0.03
1970,GLB,Aug,-0.1
1971,GLB,Aug,-0.01
1972,GLB,Aug,0.16
1973,GLB,Aug,0.05
1974,GLB,Aug,0.11
1975,GLB,Aug,-0.17
1976,GLB,Aug,-0.12
1977,GLB,Aug,0.18
1978,GLB,Aug,-0.13
1979,GLB,Aug,0.17
1980,GLB,Aug,0.18
1981,GLB,Aug,0.35
1982,GLB,Aug,0.04
1983,GLB,Aug,0.35
1984,GLB,Aug,0.19
1985,GLB,Aug,0.17
1986,GLB,Aug,0.16
1987,GLB,Aug,0.25
1988,GLB,Aug,0.39
1989,GLB,Aug,0.33
1990,GLB,Aug,0.34
1991,GLB,Aug,0.39
1992,GLB,Aug,0.08
1993,GLB,Aug,0.11
1994,GLB,Aug,0.21
1995,GLB,Aug,0.45
1996,GLB,Aug,0.48
1997,GLB,Aug,0.41
1998,GLB,Aug,0.65
1999,GLB,Aug,0.31
2000,GLB,Aug,0.42
2001,GLB,Aug,0.49
2002,GLB,Aug,0.53
2003,GLB,Aug,0.64
2004,GLB,Aug,0.45
2005,GLB,Aug,0.6
2006,GLB,Aug,0.71
2007,GLB,Aug,0.6
2008,GLB,Aug,0.46
2009,GLB,Aug,0.68
2010,GLB,Aug,0.67
2011,GLB,Aug,0.74
2012,GLB,Aug,0.65
2013,GLB,Aug,0.69
2014,GLB,Aug,0.82
2015,GLB,Aug,0.8
2016,GLB,Aug,1.01
2017,GLB,Aug,0.87
2018,GLB,Aug,0.76
2019,GLB,Aug,0.95
2020,GLB,Aug,0.87
2021,GLB,Aug,0.81
2022,GLB,Aug,0.95
2023,GLB,Aug,NULL
1880,NH,Aug,-0.27
1881,NH,Aug,-0.04
1882,NH,Aug,-0.16
1883,NH,Aug,-0.22
1884,NH,Aug,-0.51
1885,NH,Aug,-0.41
1886,NH,Aug,-0.42
1887,NH,Aug,-0.54
1888,NH,Aug,-0.21
1889,NH,Aug,-0.2
1890,NH,Aug,-0.39
1891,NH,Aug,-0.13
1892,NH,Aug,-0.33
1893,NH,Aug,-0.34
1894,NH,Aug,-0.27
1895,NH,Aug,-0.27
1896,NH,Aug,-0.1
1897,NH,Aug,-0.06
1898,NH,Aug,-0.18
1899,NH,Aug,-0.06
1900,NH,Aug,-0.08
1901,NH,Aug,-0.15
1902,NH,Aug,-0.28
1903,NH,Aug,-0.54
1904,NH,Aug,-0.54
1905,NH,Aug,-0.23
1906,NH,Aug,-0.17
1907,NH,Aug,-0.38
1908,NH,Aug,-0.57
1909,NH,Aug,-0.36
1910,NH,Aug,-0.4
1911,NH,Aug,-0.44
1912,NH,Aug,-0.77
1913,NH,Aug,-0.46
1914,NH,Aug,-0.28
1915,NH,Aug,-0.16
1916,NH,Aug,-0.38
1917,NH,Aug,-0.4
1918,NH,Aug,-0.37
1919,NH,Aug,-0.3
1920,NH,Aug,-0.31
1921,NH,Aug,-0.29
1922,NH,Aug,-0.36
1923,NH,Aug,-0.27
1924,NH,Aug,-0.27
1925,NH,Aug,-0.19
1926,NH,Aug,-0.06
1927,NH,Aug,-0.16
1928,NH,Aug,-0.19
1929,NH,Aug,-0.19
1930,NH,Aug,0.02
1931,NH,Aug,0.1
1932,NH,Aug,-0.08
1933,NH,Aug,-0.14
1934,NH,Aug,-0.09
1935,NH,Aug,-0.07
1936,NH,Aug,0.03
1937,NH,Aug,0.15
1938,NH,Aug,0.08
1939,NH,Aug,0.08
1940,NH,Aug,0.07
1941,NH,Aug,0.19
1942,NH,Aug,-0.08
1943,NH,Aug,0.1
1944,NH,Aug,0.17
1945,NH,Aug,0.28
1946,NH,Aug,-0.09
1947,NH,Aug,-0.04
1948,NH,Aug,0.03
1949,NH,Aug,-0.04
1950,NH,Aug,-0.19
1951,NH,Aug,0.22
1952,NH,Aug,0.07
1953,NH,Aug,0.18
1954,NH,Aug,0.0
1955,NH,Aug,0.07
1956,NH,Aug,-0.28
1957,NH,Aug,0.16
1958,NH,Aug,0.13
1959,NH,Aug,0.09
1960,NH,Aug,0.11
1961,NH,Aug,0.05
1962,NH,Aug,0.04
1963,NH,Aug,0.14
1964,NH,Aug,-0.23
1965,NH,Aug,-0.2
1966,NH,Aug,0.14
1967,NH,Aug,0.06
1968,NH,Aug,-0.08
1969,NH,Aug,0.04
1970,NH,Aug,-0.05
1971,NH,Aug,-0.16
1972,NH,Aug,-0.09
1973,NH,Aug,0.03
1974,NH,Aug,-0.11
1975,NH,Aug,-0.14
1976,NH,Aug,-0.21
1977,NH,Aug,0.02
1978,NH,Aug,-0.14
1979,NH,Aug,0.04
1980,NH,Aug,0.09
1981,NH,Aug,0.16
1982,NH,Aug,-0.07
1983,NH,Aug,0.25
1984,NH,Aug,0.05
1985,NH,Aug,-0.02
1986,NH,Aug,0.04
1987,NH,Aug,0.27
1988,NH,Aug,0.26
1989,NH,Aug,0.25
1990,NH,Aug,0.4
1991,NH,Aug,0.35
1992,NH,Aug,-0.07
1993,NH,Aug,0.02
1994,NH,Aug,0.32
1995,NH,Aug,0.54
1996,NH,Aug,0.18
1997,NH,Aug,0.48
1998,NH,Aug,0.72
1999,NH,Aug,0.3
2000,NH,Aug,0.47
2001,NH,Aug,0.68
2002,NH,Aug,0.55
2003,NH,Aug,0.86
2004,NH,Aug,0.55
2005,NH,Aug,0.69
2006,NH,Aug,0.69
2007,NH,Aug,0.73
2008,NH,Aug,0.59
2009,NH,Aug,0.72
2010,NH,Aug,0.86
2011,NH,Aug,0.71
2012,NH,Aug,0.76
2013,NH,Aug,0.74
2014,NH,Aug,0.91
2015,NH,Aug,1.02
2016,NH,Aug,1.12
2017,NH,Aug,1.02
2018,NH,Aug,0.87
2019,NH,Aug,1.08
2020,NH,Aug,1.13
2021,NH,Aug,1.02
2022,NH,Aug,1.17
2023,NH,Aug,NULL
1880,SH,Aug,0.07
1881,SH,Aug,-0.02
1882,SH,Aug,0.01
1883,SH,Aug,-0.05
1884,SH,Aug,-0.06
1885,SH,Aug,-0.22
1886,SH,Aug,-0.18
1887,SH,Aug,-0.16
1888,SH,Aug,-0.09
1889,SH,Aug,-0.19
1890,SH,Aug,-0.38
1891,SH,Aug,-0.22
1892,SH,Aug,-0.21
1893,SH,Aug,-0.17
1894,SH,Aug,-0.2
1895,SH,Aug,-0.06
1896,SH,Aug,0.01
1897,SH,Aug,-0.11
1898,SH,Aug,-0.36
1899,SH,Aug,-0.1
1900,SH,Aug,-0.07
1901,SH,Aug,-0.24
1902,SH,Aug,-0.3
1903,SH,Aug,-0.35
1904,SH,Aug,-0.43
1905,SH,Aug,-0.16
1906,SH,Aug,-0.23
1907,SH,Aug,-0.29
1908,SH,Aug,-0.34
1909,SH,Aug,-0.32
1910,SH,Aug,-0.33
1911,SH,Aug,-0.44
1912,SH,Aug,-0.3
1913,SH,Aug,-0.2
1914,SH,Aug,-0.04
1915,SH,Aug,-0.27
1916,SH,Aug,-0.2
1917,SH,Aug,-0.06
1918,SH,Aug,-0.26
1919,SH,Aug,-0.37
1920,SH,Aug,-0.2
1921,SH,Aug,-0.22
1922,SH,Aug,-0.29
1923,SH,Aug,-0.38
1924,SH,Aug,-0.46
1925,SH,Aug,-0.2
1926,SH,Aug,-0.19
1927,SH,Aug,-0.31
1928,SH,Aug,-0.25
1929,SH,Aug,-0.44
1930,SH,Aug,-0.29
1931,SH,Aug,-0.15
1932,SH,Aug,-0.34
1933,SH,Aug,-0.32
1934,SH,Aug,-0.14
1935,SH,Aug,-0.36
1936,SH,Aug,-0.28
1937,SH,Aug,-0.11
1938,SH,Aug,-0.2
1939,SH,Aug,-0.18
1940,SH,Aug,0.09
1941,SH,Aug,0.14
1942,SH,Aug,0.01
1943,SH,Aug,-0.08
1944,SH,Aug,0.22
1945,SH,Aug,0.24
1946,SH,Aug,-0.31
1947,SH,Aug,-0.1
1948,SH,Aug,-0.26
1949,SH,Aug,-0.21
1950,SH,Aug,-0.13
1951,SH,Aug,-0.1
1952,SH,Aug,0.02
1953,SH,Aug,-0.07
1954,SH,Aug,-0.34
1955,SH,Aug,-0.05
1956,SH,Aug,-0.24
1957,SH,Aug,0.14
1958,SH,Aug,-0.22
1959,SH,Aug,-0.11
1960,SH,Aug,-0.07
1961,SH,Aug,-0.04
1962,SH,Aug,-0.06
1963,SH,Aug,0.3
1964,SH,Aug,-0.21
1965,SH,Aug,0.12
1966,SH,Aug,-0.3
1967,SH,Aug,-0.06
1968,SH,Aug,-0.09
1969,SH,Aug,0.03
1970,SH,Aug,-0.15
1971,SH,Aug,0.13
1972,SH,Aug,0.4
1973,SH,Aug,0.08
1974,SH,Aug,0.31
1975,SH,Aug,-0.2
1976,SH,Aug,-0.03
1977,SH,Aug,0.33
1978,SH,Aug,-0.12
1979,SH,Aug,0.3
1980,SH,Aug,0.28
1981,SH,Aug,0.53
1982,SH,Aug,0.15
1983,SH,Aug,0.46
1984,SH,Aug,0.33
1985,SH,Aug,0.34
1986,SH,Aug,0.27
1987,SH,Aug,0.25
1988,SH,Aug,0.52
1989,SH,Aug,0.4
1990,SH,Aug,0.28
1991,SH,Aug,0.43
1992,SH,Aug,0.23
1993,SH,Aug,0.2
1994,SH,Aug,0.11
1995,SH,Aug,0.37
1996,SH,Aug,0.77
1997,SH,Aug,0.35
1998,SH,Aug,0.59
1999,SH,Aug,0.32
2000,SH,Aug,0.38
2001,SH,Aug,0.3
2002,SH,Aug,0.51
2003,SH,Aug,0.43
2004,SH,Aug,0.36
2005,SH,Aug,0.51
2006,SH,Aug,0.72
2007,SH,Aug,0.46
2008,SH,Aug,0.33
2009,SH,Aug,0.65
2010,SH,Aug,0.47
2011,SH,Aug,0.77
2012,SH,Aug,0.54
2013,SH,Aug,0.63
2014,SH,Aug,0.74
2015,SH,Aug,0.6
2016,SH,Aug,0.91
2017,SH,Aug,0.72
2018,SH,Aug,0.66
2019,SH,Aug,0.81
2020,SH,Aug,0.63
2021,SH,Aug,0.62
2022,SH,Aug,0.72
2023,SH,Aug,NULL
1880,GLB,Sep,-0.14
1881,GLB,Sep,-0.15
1882,GLB,Sep,-0.15
1883,GLB,Sep,-0.22
1884,GLB,Sep,-0.27
1885,GLB,Sep,-0.28
1886,GLB,Sep,-0.24
1887,GLB,Sep,-0.25
1888,GLB,Sep,-0.12
1889,GLB,Sep,-0.23
1890,GLB,Sep,-0.36
1891,GLB,Sep,-0.15
1892,GLB,Sep,-0.17
1893,GLB,Sep,-0.22
1894,GLB,Sep,-0.27
1895,GLB,Sep,-0.12
1896,GLB,Sep,-0.07
1897,GLB,Sep,-0.08
1898,GLB,Sep,-0.21
1899,GLB,Sep,-0.05
1900,GLB,Sep,-0.05
1901,GLB,Sep,-0.22
1902,GLB,Sep,-0.28
1903,GLB,Sep,-0.49
1904,GLB,Sep,-0.55
1905,GLB,Sep,-0.19
1906,GLB,Sep,-0.28
1907,GLB,Sep,-0.34
1908,GLB,Sep,-0.36
1909,GLB,Sep,-0.39
1910,GLB,Sep,-0.39
1911,GLB,Sep,-0.41
1912,GLB,Sep,-0.58
1913,GLB,Sep,-0.35
1914,GLB,Sep,-0.16
1915,GLB,Sep,-0.21
1916,GLB,Sep,-0.36
1917,GLB,Sep,-0.23
1918,GLB,Sep,-0.17
1919,GLB,Sep,-0.25
1920,GLB,Sep,-0.22
1921,GLB,Sep,-0.19
1922,GLB,Sep,-0.36
1923,GLB,Sep,-0.31
1924,GLB,Sep,-0.32
1925,GLB,Sep,-0.19
1926,GLB,Sep,-0.14
1927,GLB,Sep,-0.13
1928,GLB,Sep,-0.21
1929,GLB,Sep,-0.25
1930,GLB,Sep,-0.15
1931,GLB,Sep,-0.07
1932,GLB,Sep,-0.1
1933,GLB,Sep,-0.29
1934,GLB,Sep,-0.15
1935,GLB,Sep,-0.21
1936,GLB,Sep,-0.09
1937,GLB,Sep,0.09
1938,GLB,Sep,0.01
1939,GLB,Sep,-0.07
1940,GLB,Sep,0.15
1941,GLB,Sep,0.02
1942,GLB,Sep,-0.03
1943,GLB,Sep,0.05
1944,GLB,Sep,0.28
1945,GLB,Sep,0.2
1946,GLB,Sep,-0.08
1947,GLB,Sep,-0.12
1948,GLB,Sep,-0.14
1949,GLB,Sep,-0.14
1950,GLB,Sep,-0.11
1951,GLB,Sep,0.05
1952,GLB,Sep,0.07
1953,GLB,Sep,0.04
1954,GLB,Sep,-0.1
1955,GLB,Sep,-0.11
1956,GLB,Sep,-0.19
1957,GLB,Sep,0.09
1958,GLB,Sep,-0.02
1959,GLB,Sep,-0.06
1960,GLB,Sep,0.07
1961,GLB,Sep,0.09
1962,GLB,Sep,0.0
1963,GLB,Sep,0.18
1964,GLB,Sep,-0.29
1965,GLB,Sep,-0.15
1966,GLB,Sep,-0.03
1967,GLB,Sep,-0.06
1968,GLB,Sep,-0.19
1969,GLB,Sep,0.08
1970,GLB,Sep,0.12
1971,GLB,Sep,-0.06
1972,GLB,Sep,0.02
1973,GLB,Sep,0.09
1974,GLB,Sep,-0.07
1975,GLB,Sep,-0.02
1976,GLB,Sep,-0.07
1977,GLB,Sep,0.02
1978,GLB,Sep,0.06
1979,GLB,Sep,0.25
1980,GLB,Sep,0.2
1981,GLB,Sep,0.15
1982,GLB,Sep,0.14
1983,GLB,Sep,0.37
1984,GLB,Sep,0.21
1985,GLB,Sep,0.13
1986,GLB,Sep,0.03
1987,GLB,Sep,0.35
1988,GLB,Sep,0.36
1989,GLB,Sep,0.34
1990,GLB,Sep,0.23
1991,GLB,Sep,0.44
1992,GLB,Sep,-0.01
1993,GLB,Sep,0.12
1994,GLB,Sep,0.32
1995,GLB,Sep,0.34
1996,GLB,Sep,0.25
1997,GLB,Sep,0.52
1998,GLB,Sep,0.42
1999,GLB,Sep,0.38
2000,GLB,Sep,0.39
2001,GLB,Sep,0.52
2002,GLB,Sep,0.63
2003,GLB,Sep,0.62
2004,GLB,Sep,0.5
2005,GLB,Sep,0.71
2006,GLB,Sep,0.65
2007,GLB,Sep,0.6
2008,GLB,Sep,0.61
2009,GLB,Sep,0.71
2010,GLB,Sep,0.63
2011,GLB,Sep,0.56
2012,GLB,Sep,0.72
2013,GLB,Sep,0.76
2014,GLB,Sep,0.87
2015,GLB,Sep,0.85
2016,GLB,Sep,0.9
2017,GLB,Sep,0.76
2018,GLB,Sep,0.8
2019,GLB,Sep,0.93
2020,GLB,Sep,0.99
2021,GLB,Sep,0.92
2022,GLB,Sep,0.89
2023,GLB,Sep,NULL
1880,NH,Sep,-0.23
1881,NH,Sep,-0.26
1882,NH,Sep,-0.26
1883,NH,Sep,-0.35
1884,NH,Sep,-0.45
1885,NH,Sep,-0.4
1886,NH,Sep,-0.33
1887,NH,Sep,-0.21
1888,NH,Sep,-0.2
1889,NH,Sep,-0.3
1890,NH,Sep,-0.35
1891,NH,Sep,-0.08
1892,NH,Sep,-0.2
1893,NH,Sep,-0.29
1894,NH,Sep,-0.32
1895,NH,Sep,-0.06
1896,NH,Sep,-0.12
1897,NH,Sep,-0.06
1898,NH,Sep,-0.18
1899,NH,Sep,-0.05
1900,NH,Sep,-0.02
1901,NH,Sep,-0.26
1902,NH,Sep,-0.32
1903,NH,Sep,-0.49
1904,NH,Sep,-0.64
1905,NH,Sep,-0.19
1906,NH,Sep,-0.24
1907,NH,Sep,-0.4
1908,NH,Sep,-0.31
1909,NH,Sep,-0.38
1910,NH,Sep,-0.43
1911,NH,Sep,-0.39
1912,NH,Sep,-0.8
1913,NH,Sep,-0.42
1914,NH,Sep,-0.3
1915,NH,Sep,-0.22
1916,NH,Sep,-0.49
1917,NH,Sep,-0.32
1918,NH,Sep,-0.26
1919,NH,Sep,-0.2
1920,NH,Sep,-0.35
1921,NH,Sep,-0.18
1922,NH,Sep,-0.43
1923,NH,Sep,-0.17
1924,NH,Sep,-0.22
1925,NH,Sep,-0.04
1926,NH,Sep,-0.02
1927,NH,Sep,0.03
1928,NH,Sep,-0.15
1929,NH,Sep,-0.2
1930,NH,Sep,-0.02
1931,NH,Sep,0.17
1932,NH,Sep,0.11
1933,NH,Sep,-0.28
1934,NH,Sep,-0.13
1935,NH,Sep,-0.06
1936,NH,Sep,0.07
1937,NH,Sep,0.28
1938,NH,Sep,0.15
1939,NH,Sep,0.13
1940,NH,Sep,0.26
1941,NH,Sep,0.1
1942,NH,Sep,0.11
1943,NH,Sep,0.14
1944,NH,Sep,0.36
1945,NH,Sep,0.2
1946,NH,Sep,-0.03
1947,NH,Sep,-0.01
1948,NH,Sep,-0.03
1949,NH,Sep,-0.1
1950,NH,Sep,-0.08
1951,NH,Sep,0.34
1952,NH,Sep,0.14
1953,NH,Sep,0.17
1954,NH,Sep,0.09
1955,NH,Sep,-0.01
1956,NH,Sep,-0.32
1957,NH,Sep,0.13
1958,NH,Sep,0.07
1959,NH,Sep,0.13
1960,NH,Sep,0.12
1961,NH,Sep,-0.03
1962,NH,Sep,-0.02
1963,NH,Sep,0.13
1964,NH,Sep,-0.28
1965,NH,Sep,-0.2
1966,NH,Sep,0.06
1967,NH,Sep,-0.03
1968,NH,Sep,-0.04
1969,NH,Sep,0.04
1970,NH,Sep,-0.05
1971,NH,Sep,-0.14
1972,NH,Sep,-0.27
1973,NH,Sep,-0.08
1974,NH,Sep,-0.16
1975,NH,Sep,-0.08
1976,NH,Sep,-0.12
1977,NH,Sep,0.13
1978,NH,Sep,-0.01
1979,NH,Sep,0.19
1980,NH,Sep,0.1
1981,NH,Sep,0.14
1982,NH,Sep,0.06
1983,NH,Sep,0.26
1984,NH,Sep,-0.04
1985,NH,Sep,0.02
1986,NH,Sep,-0.02
1987,NH,Sep,0.39
1988,NH,Sep,0.26
1989,NH,Sep,0.23
1990,NH,Sep,0.42
1991,NH,Sep,0.35
1992,NH,Sep,-0.18
1993,NH,Sep,-0.07
1994,NH,Sep,0.32
1995,NH,Sep,0.43
1996,NH,Sep,0.03
1997,NH,Sep,0.51
1998,NH,Sep,0.61
1999,NH,Sep,0.41
2000,NH,Sep,0.37
2001,NH,Sep,0.56
2002,NH,Sep,0.63
2003,NH,Sep,0.78
2004,NH,Sep,0.6
2005,NH,Sep,0.9
2006,NH,Sep,0.82
2007,NH,Sep,0.67
2008,NH,Sep,0.58
2009,NH,Sep,0.85
2010,NH,Sep,0.7
2011,NH,Sep,0.74
2012,NH,Sep,0.86
2013,NH,Sep,0.7
2014,NH,Sep,0.83
2015,NH,Sep,1.17
2016,NH,Sep,1.22
2017,NH,Sep,1.0
2018,NH,Sep,0.97
2019,NH,Sep,1.21
2020,NH,Sep,1.2
2021,NH,Sep,1.05
2022,NH,Sep,1.15
2023,NH,Sep,NULL
1880,SH,Sep,-0.04
1881,SH,Sep,-0.04
1882,SH,Sep,-0.04
1883,SH,Sep,-0.1
1884,SH,Sep,-0.11
1885,SH,Sep,-0.19
1886,SH,Sep,-0.14
1887,SH,Sep,-0.29
1888,SH,Sep,-0.04
1889,SH,Sep,-0.17
1890,SH,Sep,-0.38
1891,SH,Sep,-0.23
1892,SH,Sep,-0.13
1893,SH,Sep,-0.16
1894,SH,Sep,-0.22
1895,SH,Sep,-0.18
1896,SH,Sep,-0.01
1897,SH,Sep,-0.1
1898,SH,Sep,-0.25
1899,SH,Sep,-0.05
1900,SH,Sep,-0.06
1901,SH,Sep,-0.17
1902,SH,Sep,-0.23
1903,SH,Sep,-0.5
1904,SH,Sep,-0.47
1905,SH,Sep,-0.17
1906,SH,Sep,-0.32
1907,SH,Sep,-0.27
1908,SH,Sep,-0.41
1909,SH,Sep,-0.4
1910,SH,Sep,-0.34
1911,SH,Sep,-0.43
1912,SH,Sep,-0.34
1913,SH,Sep,-0.26
1914,SH,Sep,-0.03
1915,SH,Sep,-0.19
1916,SH,Sep,-0.24
1917,SH,Sep,-0.16
1918,SH,Sep,-0.09
1919,SH,Sep,-0.31
1920,SH,Sep,-0.08
1921,SH,Sep,-0.19
1922,SH,Sep,-0.29
1923,SH,Sep,-0.43
1924,SH,Sep,-0.41
1925,SH,Sep,-0.33
1926,SH,Sep,-0.24
1927,SH,Sep,-0.27
1928,SH,Sep,-0.26
1929,SH,Sep,-0.3
1930,SH,Sep,-0.27
1931,SH,Sep,-0.28
1932,SH,Sep,-0.3
1933,SH,Sep,-0.31
1934,SH,Sep,-0.16
1935,SH,Sep,-0.34
1936,SH,Sep,-0.24
1937,SH,Sep,-0.1
1938,SH,Sep,-0.15
1939,SH,Sep,-0.26
1940,SH,Sep,0.07
1941,SH,Sep,-0.03
1942,SH,Sep,-0.16
1943,SH,Sep,-0.03
1944,SH,Sep,0.21
1945,SH,Sep,0.21
1946,SH,Sep,-0.12
1947,SH,Sep,-0.24
1948,SH,Sep,-0.27
1949,SH,Sep,-0.19
1950,SH,Sep,-0.15
1951,SH,Sep,-0.21
